date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:53:57	694/694	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Oct%202018%2009:10:36%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/page-sevices.hml	demo.tadathemes.com/HTML_DigitalWorld/source/page-sevices.hml	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:53:58	694/694	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Oct%202018%2009:10:36%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/page-faq.hml	demo.tadathemes.com/HTML_DigitalWorld/source/page-faq.hml	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:54:00	78961/78961	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Mar%202018%2010:48:23%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/account.html	demo.tadathemes.com/HTML_DigitalWorld/source/account.html	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:54:01	955/955	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Apr%202018%2001:02:31%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/js/jquery.cookies.min.js	demo.tadathemes.com/HTML_DigitalWorld/source/assets/js/jquery.cookies.min.js	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:54:01	694/694	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Oct%202018%2009:10:36%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/css/grabbing.png	demo.tadathemes.com/HTML_DigitalWorld/source/assets/css/grabbing.png	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/css/owl.carousel.min.css)
22:54:02	694/694	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Oct%202018%2009:10:36%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/css/AjaxLoader.gif	demo.tadathemes.com/HTML_DigitalWorld/source/assets/css/AjaxLoader.gif	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/css/owl.carousel.min.css)
22:54:03	526/526	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2031%20Mar%202018%2010:50:33%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/ico-select.svg	demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/ico-select.svg	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/css/timber.scss.css)
22:54:04	18180/18180	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2031%20Mar%202018%2010:49:14%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/fonts/icons.eot	demo.tadathemes.com/HTML_DigitalWorld/source/assets/fonts/icons.eot	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/css/theme.scss.css)
22:54:06	18100/18100	---M--	200	added ('OK')	application/x-font-woff	date:Sat,%2031%20Mar%202018%2010:49:17%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/fonts/icons.woff	demo.tadathemes.com/HTML_DigitalWorld/source/assets/fonts/icons.woff	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/css/theme.scss.css)
22:54:07	18024/18024	---M--	200	added ('OK')	application/x-font-ttf	date:Sat,%2031%20Mar%202018%2010:49:16%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/fonts/icons.ttf	demo.tadathemes.com/HTML_DigitalWorld/source/assets/fonts/icons.ttf	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/css/theme.scss.css)
22:54:10	60316/60316	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2031%20Mar%202018%2010:49:16%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/fonts/icons.svg	demo.tadathemes.com/HTML_DigitalWorld/source/assets/fonts/icons.svg	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/css/theme.scss.css)
22:54:11	694/694	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Oct%202018%2009:10:36%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/avatar_image.jpg	demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/avatar_image.jpg	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/css/digital-world.css)
